company_name,property_title,property_address,postcode,house_number,state,country,property_type,property_description,property_map_coordinates,property_size,date_added,property_sale_price,property_amenities,property_images,property_rent_details,property_link,agent_name,agent_name2,agent_telephone,agent_telephone2,agent_email,agent_email2,agent_address,property_sale_type
CBRE,  6 Duke Street  ,  6 Duke Street  London SW1Y 6BN, SW1Y 6BN,41,London,UK,Office,"The property is located on the east side of Duke Street close to its junction with King Street, situated in the heart of St James’s. The area boasts a wealth of high class hotels, restaurants, clubs and boutique shops. Green Park and Piccadilly Circus Underground Stations are close by (Victoria, Jubilee, Piccadilly and Bakerloo lines) and numerous bus routes pass along nearby Piccadilly. The 4th floor of this commanding St James's classic has been comprehensively refurbished and provides 4,401 sq ft of contemporary office space in a Cat A condition. The open plan floor also benefits from a private roof terrace overlooking Duke St, St James's.",,"4,401 to 14,031 sqft",,£117.50/sqft/pa,"['Raised Floors', 'B EPC', '30 Bicycle Racks', 'VRV Air Conditioning', 'Terrace 4th Floor', 'LED Lighting', '4 Showers', '18 Lockers', '2 x 8 person Lifts', 'Raised Floors', 'B EPC', '30 Bicycle Racks', 'VRV Air Conditioning', 'Terrace 4th Floor', 'LED Lighting', '4 Showers', '18 Lockers', '2 x 8 person Lifts']",['https://www.cbre.co.uk/resources/fileassets/GB-Plus-503001/f3c53e10/6b7f5429-6a8e-49bc-87ac-35795b9f8fbc_Photo_1_small.jpg'],Lease type New For Rent £117.50/sqft/pa Business Rates £34/sqft/pa (estimated for the year ending 2025) Service Charge £15.64/sqft/pa (estimated for the year ending 2024) Lease type New For Rent £117.50/sqft/pa Business Rates £34/sqft/pa (estimated for the year ending 2025) Service Charge £15.64/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-503001/6-duke-street-london-sw1y-6bn,Alex Kerr,Harry Tentori,Alex Kerr,Harry Tentori,Alex.Kerr@cbre.com,Harry.Tentori@cbre.com,  6 Duke Street  London SW1Y 6BN,For Rent
CBRE,DSQ9 9 Devonshire Square  ,DSQ9 9 Devonshire Square  London EC2M 4YF, EC2M 4YF,42,London,UK,Office,Comprehensively refurbished Listed warehouse designed by JRA to a top specification.  Numerous windows are openable into the courtyards.  Entrance hall recently completed. Recently leased the 5th floor to Epam & the 1st-2nd floors to Own Backup.  This floor will be on the market in Easter 2024 but is in need of refurbishment.,,"15,078sqft",,£1/sqft/,"['4-Pipe Fan Coil Air Conditioning', 'Openable  Windows', '2.9m on Floors 1-3 Floor To Ceiling Height', '150mm Overall Floor Void Size', '3 12 Person Passenger Lifts', '1 Fire Fighting Lifts', 'Warehouse Style', 'Targeting Excellent BREEAM Rating', '4-Pipe Fan Coil Air Conditioning', 'Openable  Windows', '2.9m on Floors 1-3 Floor To Ceiling Height', '150mm Overall Floor Void Size', '3 12 Person Passenger Lifts', '1 Fire Fighting Lifts', 'Warehouse Style', 'Targeting Excellent BREEAM Rating']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-489461/25c674a5/c969ad7a-4b8d-4e4f-a507-fa71319dc187_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-489461/d0ae8fa9/0e7f734f-1912-4758-ae66-0b4b5a21b47c_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-489461/cae88bad/85534232-de12-49ab-b450-edee48b283c7_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-489461/3f103c25/5cbe4613-ad3c-4077-b426-d2f5c1e77f9a_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-489461/d2f58236/3b19991d-8773-482a-8f1f-7080aa674811_Photo_5_small.jpg']",Lease type New For Rent £1/sqft/ Business Rates £19.89/sqft/pa (estimated for the year ending 2022) Service Charge £9.95/sqft/pa (estimated for the year ending 2022) Lease type New For Rent £1/sqft/ Business Rates £19.89/sqft/pa (estimated for the year ending 2022) Service Charge £9.95/sqft/pa (estimated for the year ending 2022),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-489461/dsq9-9-devonshire-square-london-ec2m-4yf,Hannah Grint,Chris Vydra,Hannah Grint,Chris Vydra,Hannah.Grint@cbre.com,chris.vydra@cbre.com,DSQ9 9 Devonshire Square  London EC2M 4YF,For Rent
CBRE,Kings Place 90 York Way  ,Kings Place 90 York Way  London N1 0XH, N1 0XH,43,London,UK,Office,"Kings Place is a best-in-class building offering expansive floorplates with fantastic panoramic views across Kings Cross and beyond through floor to ceiling glazing. The building holds a prominent position on the edge of the Regents Canal and is accessed via an impressive atrium and repositioned reception. The offices share the building with the Kings Place music foundations as well as a restaurant and café offering which make Kings Place a truly diverse location and more than just an office. The vacant floors have been refurbished to a Cat A condition throughout with associated common part and WC upgrades. A well connected office space near tube lines, rail and airports offers easy access and efficient commuting. Neighboring excellent amenities and cultural attractions, this vibrant workspace will help enhance employee well-being, and offers convenient options for leisure and entertainment, providing the crucial work-life balance.",,"19,824 to 45,550 sqft",,Price On Application,"['4-Pipe Fan Coil Air Conditioning', 'Raised Floors', 'Exposed Ceiling', 'LED Lighting', '6 x 21 Person Lifts', '1 Goods Lift', '314 Bicycle Racks', '38 Showers', '432 Lockers', 'C EPC', '4-Pipe Fan Coil Air Conditioning', 'Raised Floors', 'Exposed Ceiling', 'LED Lighting', '6 x 21 Person Lifts', '1 Goods Lift', '314 Bicycle Racks', '38 Showers', '432 Lockers', 'C EPC']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-491289/70ecef7c/70b94120-6d4e-49d5-8a55-7c456256de4c_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-491289/ce47f3b2/c26f0627-27e1-4c4d-9296-f97e2ed2dd96_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-491289/223c43a6/0b43c469-841d-4fb5-b6a2-5e621fb7061b_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-491289/39e85f55/a82963c2-eaaa-4c44-9f29-2a96bf7a733c_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-491289/dad3aac7/e87c49b5-4a7d-46ef-b51c-59a9eb96c75f_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-491289/6ad622a7/68408ce5-fee4-454a-bfac-fe8cc3002dca_Photo_6_small.jpg']",Lease type New For Rent Price On Application Business Rates £26/sqft/pa (estimated for the year ending 2025) Service Charge £13/sqft/pa (estimated for the year ending 2023) Lease type New For Rent Price On Application Business Rates £26/sqft/pa (estimated for the year ending 2025) Service Charge £13/sqft/pa (estimated for the year ending 2023),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-491289/kings-place-90-york-way-london-n1-0xh,Tom Meijer,Adam Cosgrove,Tom Meijer,Adam Cosgrove,tom.meijer@cbre.com,adam.cosgrove@cbre.com,Kings Place 90 York Way  London N1 0XH,For Rent
CBRE,  5 Howick Place  ,  5 Howick Place  London SW1P 1BH, SW1P 1BH,44,London,UK,Office,"5 Howick Place has only one floor of exceptional office space remaining. Located just off Victoria Street, the main retail and commercial thoroughfare in the area, Victoria offers a brilliant blend of the desirable, the contemporary and the historic. The ground floor features a fully remodelled reception area, complete with soft seating and breakout areas. Plus, the end of journey facilities, including bike racks, showers and lockers have undergone a comprehensive refurbishment. The 4,413 sq ft/410 sq m rooftop terrace is being replanted and re-landscaped to provide a relaxing, refreshing and green, communal area with fantastic views across London.",,"20,033sqft",,Price On Application,"['Air Conditioning', 'Raised Floors', 'Hybrid Raft  Ceiling', '2.8m Floor To Ceiling Height', '4 x 17 Person Lifts', '1 x 17 Person Fire Fighting Lifts', '1 x 2,000 kg Goods Lift', '112 Internal Bicycle Racks', '50 External Bicycle Racks', '141 Lockers', '13 Showers', 'Air Conditioning', 'Raised Floors', 'Hybrid Raft  Ceiling', '2.8m Floor To Ceiling Height', '4 x 17 Person Lifts', '1 x 17 Person Fire Fighting Lifts', '1 x 2,000 kg Goods Lift', '112 Internal Bicycle Racks', '50 External Bicycle Racks', '141 Lockers', '13 Showers']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-493343/e1fce9ce/6f23dd11-dbec-45dd-b880-1a81ac035954_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493343/ec5dd4e5/a2f21669-576a-401e-8db8-37a67672f1d0_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-493343/9add40e0/a1d3e7c1-3b79-434a-856a-8b1ed6e19bf2_Photo_3_small.jpg']",Lease type New For Rent Price On Application Business Rates £35/sqft/pa (estimated for the year ending 2025) Service Charge £18.50/sqft/pa (estimated for the year ending 2024) Lease type New For Rent Price On Application Business Rates £35/sqft/pa (estimated for the year ending 2025) Service Charge £18.50/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-493343/5-howick-place-london-sw1p-1bh,Alex Kerr,Joe Gibbon,Alex Kerr,Joe Gibbon,Alex.Kerr@cbre.com,joe.gibbon@cbre.com,  5 Howick Place  London SW1P 1BH,For Rent
CBRE,  42/43 Maiden Lane  ,  42/43 Maiden Lane  London WC2E 7LL, WC2E 7LL,45,London,UK,Office,"42-43 Maiden Lane is a distinctive red-brick building with an attractive period façade. The contrasting black frame, crittall style windows, enhance the building’s style and presence on this historic London street. The available floors are currently being refurbished to include contemporary finishes, providing bright, open plan office space, perfect for a small occupier or satellite office.",,"451 to 1,705 sqft",,Price On Application,"['Under Floor Trunking', 'LED Lighting', 'Lifts', 'Fibre Optic Cabling', '24 Hour Access', 'Available On The Estate, Communal Meeting Rooms', 'Cat A+ Fit Out', 'Under Floor Trunking', 'LED Lighting', 'Lifts', 'Fibre Optic Cabling', '24 Hour Access', 'Available On The Estate, Communal Meeting Rooms', 'Cat A+ Fit Out']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-497796/66cead9f/2aa189f6-3ec1-40f3-bbda-47a5dbb3ba1f_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-497796/cc8e5f73/5995e1a8-624f-4bdb-b9e0-13b887f90bc4_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-497796/8600a7da/beefb2ce-3218-4e8a-9de0-883667b7f857_Photo_3_small.jpg']",Lease type New For Rent Price On Application Service Charge £18.55/sqft/pa (estimated for the year ending 2024) Lease type New For Rent Price On Application Service Charge £18.55/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-497796/4243-maiden-lane-london-wc2e-7ll,Joe Gibbon,Nathalie Spink,Joe Gibbon,Nathalie Spink,joe.gibbon@cbre.com,Nathalie.Spink@cbre.com,  42/43 Maiden Lane  London WC2E 7LL,For Rent
CBRE,Arding & Hobbs St Johns Road  ,Arding & Hobbs St Johns Road  Clapham SW11 1QN, SW11 1QN,46,Clapham,UK,Office,"Established 1876, Re-Established 2024. This iconic Grade II listed Arding & Hobbs building has been sensitively reimagined to provide a mix of uses, including leisure, retail and F&B alongside cutting-edge, modern workspaces.

Arding & Hobbs offers 75,000 sq ft of cutting edge workspace located next to London's busiest rail hub.",,"20,540 to 74,189 sqft",,Price On Application,"['Raised Floors', '5.6m Floor To Ceiling Height', '156 Bicycle Racks', 'Electric Vehicle Charging Points', '156 Lockers', 'Roof Terrace', 'Excellent BREEAM Rating', 'Platinum WiredScore', 'Exempted As Listed Building EPC', 'Raised Floors', '5.6m Floor To Ceiling Height', '156 Bicycle Racks', 'Electric Vehicle Charging Points', '156 Lockers', 'Roof Terrace', 'Excellent BREEAM Rating', 'Platinum WiredScore', 'Exempted As Listed Building EPC']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/40588e22/c6cfb1be-f908-46f3-95fb-6f6530b61062_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/950d0ff1/bc5d0a68-f47c-4f73-b18f-cf024c45e9c6_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/f4471fe7/78f3959f-f9ec-41fa-9909-0e9f92dbc2c2_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/16d87e51/d8d82d5c-d8a6-41e2-9097-57763da74e5a_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/9e45d3ff/509ff9f1-36a8-4ca6-ad81-8ac85f18c687_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/a38ba262/33ae2bd7-440b-4186-810a-60cd30763428_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-500493/51de269e/e3b6b5b2-9528-40f7-87aa-d4f40db43670_Photo_7_small.jpg']",Lease type New For Rent Price On Application Lease type New For Rent Price On Application,https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-500493/arding-hobbs-st-johns-road-clapham-sw11-1qn,Richard Howard,Georgina Willoughby,Richard Howard,Georgina Willoughby,Richard.Howard@cbre.com,Georgina.Willoughby@cbre.com,Arding & Hobbs St Johns Road  Clapham SW11 1QN,For Rent
CBRE,Hobhouse Suffolk Street  ,Hobhouse Suffolk Street  London SW1Y 4HH, SW1Y 4HH,47,London,UK,Office,A newly refurbished fully fitted office available now as a self-contained building or on a floor-by-floor basis,,"3,539 to 11,991 sqft",,Price On Application,"['Air Conditioning', '13 Person Lifts', 'Bicycle Racks', 'Lockers', 'Showers', 'Self-Contained', 'Air Conditioning', '13 Person Lifts', 'Bicycle Racks', 'Lockers', 'Showers', 'Self-Contained']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/7e97da60/28429350-f73e-4400-8e1b-1e1efa28e0e4_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/3c8ed142/c6c02939-7631-4d8d-bddd-0c7b676bd251_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/b77bab7e/6f411bb4-572d-46ee-94f2-c26c274555b5_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/7432487b/ddbd7991-e57e-4b6a-a29a-99617c3d4f84_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/6609ce46/acf89175-1aae-46b7-92d2-2947865a4f42_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/4446fee0/398bf4ab-8710-433e-9ca0-0f4f956b01a6_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-504617/aa17e404/e49a3ad2-ffeb-4590-9d59-743294ae3529_Photo_7_small.jpg']",Lease type New For Rent Price On Application Business Rates £24/sqft/pa (estimated for the year ending 2025) Service Charge £15/sqft/pa (estimated for the year ending 2024) Lease type New For Rent Price On Application Business Rates £24/sqft/pa (estimated for the year ending 2025) Service Charge £15/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-504617/hobhouse-suffolk-street-london-sw1y-4hh,Alex Kerr,Celeste Savage,Alex Kerr,Celeste Savage,Alex.Kerr@cbre.com,Celeste.Savage@cbre.com,Hobhouse Suffolk Street  London SW1Y 4HH,For Rent
CBRE,  10 Portman Square  ,  10 Portman Square  London W1H 6NA, W1H 6NA,48,London,UK,Office,"A prominent 5k sq ft corner office with stunning views over Portman Square. An efficient, bright floor. Available now refurbished in Cat A. 10 Portman Square is a prominent corner building and benefits from all modern amenities with views over Portman Square and private access to all its facilities. The building is situated on the north eastern corner of Portman Square, with its main entrance on the southern tip of Baker Street with an additional cycle entrance to the rear on Baker's Mews.",,"5,124sqft",,£95/sqft/pa,"['Air Conditioning', 'Raised Floors', '2.75m Floor To Ceiling Height', 'LED Lighting', '4 Lifts', 'Bicycle Racks', 'Lockers', 'Showers', 'Excellent BREEAM Rating', 'Air Conditioning', 'Raised Floors', '2.75m Floor To Ceiling Height', 'LED Lighting', '4 Lifts', 'Bicycle Racks', 'Lockers', 'Showers', 'Excellent BREEAM Rating']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-501402/a34c8963/273b3d3e-756b-4f1c-81ad-d352da7fabbb_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-501402/bf3e9a47/0dd7f80f-7de8-48e4-b2d6-1fcc3b3bb7ad_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-501402/e64dd574/057ba17c-1e4c-45cc-9bd5-d4f1165aed76_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-501402/150d6d01/8d643aa4-77cd-4e56-bc5a-dd925b075ee0_Photo_4_small.jpg']",Lease type Sublease For Rent £95/sqft/pa Business Rates £40/sqft/pa (estimated for the year ending 2025) Service Charge £12.75/sqft/pa (estimated for the year ending 2024) Lease type Sublease For Rent £95/sqft/pa Business Rates £40/sqft/pa (estimated for the year ending 2025) Service Charge £12.75/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-501402/10-portman-square-london-w1h-6na,Celeste Savage,Alex Kerr,Celeste Savage,Alex Kerr,Celeste.Savage@cbre.com,Alex.Kerr@cbre.com,  10 Portman Square  London W1H 6NA,For Rent
CBRE,  100 Victoria Street  ,  100 Victoria Street  London SW1E 5JL, SW1E 5JL,49,London,UK,Office,"100 Victoria Street is at the forefront of creating working environments that are smarter, more sustainable and more in tune with the needs of today’s businesses. 100 Victoria Street is home to a collection of floorplates, all of which open up onto private terraces or winter gardens. If you’re looking for a flexible space that you can tailor to your people and your way of working, then 100 Victoria Street is the one for you. The property is located on Victoria Street, directly opposite the Cardinal Place entrance to Victoria Underground Station (District & Circle and Victoria Line), and a 2 minutes’ walk from Victoria Mainline Station. Local amenities are outstanding, with the many restaurants and bars of the Nova Food Quarter, including Railhouse Cafe and Sticks’n’Sushi as well as Marks & Spencer, Pret and Boots within Cardinal Place. H2 and 1Rebel add to the amenity offering, with GymBox within 5 minutes.",,"8,493sqft",,£105/sqft/pa,"['4-Pipe Fan Coil Air Conditioning', 'Raised Floors', '2.7m Floor To Ceiling Height', 'LED Lighting', '4 Lifts', '312 Bicycle Racks', 'Electric Vehicle Charging Points', '19 Showers', '4-Pipe Fan Coil Air Conditioning', 'Raised Floors', '2.7m Floor To Ceiling Height', 'LED Lighting', '4 Lifts', '312 Bicycle Racks', 'Electric Vehicle Charging Points', '19 Showers']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/2785db5b/a863ad7b-8ca5-4ee5-92c7-86c1290bf342_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/a0cdbf2d/4252c736-fb29-4852-a797-b8456c0c7a19_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/d60c1dee/f85eb8ef-3249-405d-af2b-b6d3c17089d4_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/adc8cb8b/a7fc2be1-c007-4e6b-9ad1-c275dcbc2ea9_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/74f15e0f/40a1f825-db43-4667-ae7f-9dd26717408c_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/b5ef886e/f1a5b371-10de-4cbe-9f30-1c2f3b55e124_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/1fa113e8/19f4700c-3a5c-4214-a55c-c764c9323cc8_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/49c74fc4/46193e6b-fbec-4f72-b187-d5d7e7c0fc04_Photo_8_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/c38c2b65/d65311ad-6b6b-4783-a99b-66de4df5f51f_Photo_9_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/5bf93867/0b520f40-d6cd-480f-b2eb-bf5739112684_Photo_10_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/bc5fa6a7/e1581798-59b5-4ac8-a895-19ed2fd13438_Photo_11_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/472d1744/fbb2e16a-6a5f-4a22-9563-e452ade3843c_Photo_12_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-495897/81be88fc/6b86bda1-c576-45a7-a291-174ee1247173_Photo_13_small.jpg']",Lease type New For Rent £105/sqft/pa Business Rates £31/sqft/pa (estimated for the year ending 2025) Service Charge £21.13/sqft/pa (estimated for the year ending 2024) Lease type New For Rent £105/sqft/pa Business Rates £31/sqft/pa (estimated for the year ending 2025) Service Charge £21.13/sqft/pa (estimated for the year ending 2024),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-495897/100-victoria-street-london-sw1e-5jl,Adam Cosgrove,Alex Kerr,Adam Cosgrove,Alex Kerr,adam.cosgrove@cbre.com,Alex.Kerr@cbre.com,  100 Victoria Street  London SW1E 5JL,For Rent
CBRE,Vantage London Great West Road  ,Vantage London Great West Road  BrentfordMiddlesex TW8 9AG,Middlesex TW8 9AG,50,Brentford,UK,Office,"Vantage London is one of the most prominent buildings in West London situated on the north side of the Great West Road and highly visible from the elevated section of the M4 located just off junction 1. The property benefits from close proximity to the shops, bars and restaurants of Kew, Brentford and Chiswick. The accommodation has undergone an extensive refurbishment to a high specification and benefits from a prestige double height reception area. Along with this Vantage London offers an excellent on site cafe/restaurant facility which can be used by staff, visitors and clients.",,"1,999 to 33,503 sqft",,Price On Application,"['Air Conditioning', 'Suspended Ceiling', 'LG7 Lighting', 'Raised Floors', 'On Site Cafe', 'On Site Gym', 'Showers', 'Lockers', '4x Person Passenger Lifts', '1:339 sq ft Parking Ratio', 'Bicycle Racks', 'Air Conditioning', 'Suspended Ceiling', 'LG7 Lighting', 'Raised Floors', 'On Site Cafe', 'On Site Gym', 'Showers', 'Lockers', '4x Person Passenger Lifts', '1:339 sq ft Parking Ratio', 'Bicycle Racks']","['https://www.cbre.co.uk/resources/fileassets/GB-Plus-266757/0c542e3d/14ea7318-c9b6-4acc-bb2d-fadd6184f1ee_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-266757/f7e51144/31a18a45-4c33-4a0a-854a-b3e13ed1fd85_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-266757/5393ed5c/ebf1234e-46b2-49d0-a90b-4263cbaf1fd7_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/GB-Plus-266757/48fc54c8/2c65caa1-ee05-4fde-adfe-c9d3d9f8bcf6_Photo_4_small.jpg']",Lease type New For Rent Price On Application Business Rates £9.16/sqft/pa (estimated for the year ending 2023) Service Charge £11.12/sqft/pa (estimated for the year ending 2023) Lease type New For Rent Price On Application Business Rates £9.16/sqft/pa (estimated for the year ending 2023) Service Charge £11.12/sqft/pa (estimated for the year ending 2023),https://www.cbre.co.uk/property-search/office-space/listings/details/GB-Plus-266757/vantage-london-great-west-road-brentford-middlesex-tw8-9ag,Peter York,,Peter York,,peter.york@cbre.com,,Vantage London Great West Road  BrentfordMiddlesex TW8 9AG,For Rent
CBRE,Mainframe 24 Eversholt Street  ,Mainframe 24 Eversholt Street  London NW1 1AD, NW1 1AD,51,London,UK,Office,"Flexible, iconic and hyper-connected - Mainframe is at the heart of London’s Knowledge Quarter and on the doorstep of Euston’s evolving transport hub. 8,000 to 74,000 sq. ft. of office space available now.",,"8,274 to 74,022 sqft",,Price On Application,"['Air Conditioning', 'Floor To Ceiling Height 2.8 - 3.9m', '4 Lifts', 'Cat A', '58 Cycle Spaces', '2 Electrical Vehicle Charging Point', '15 Foldable Cycle Lockers', '46 Lockers', '7 Showers', 'Air Conditioning', 'Floor To Ceiling Height 2.8 - 3.9m', '4 Lifts', 'Cat A', '58 Cycle Spaces', '2 Electrical Vehicle Charging Point', '15 Foldable Cycle Lockers', '46 Lockers', '7 Showers']","['https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/11ffad37/2629646d-3f28-4435-a688-500611e730ce_Photo_1_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/3a259d6a/d9fb9780-8651-4595-a21c-36688de401e5_Photo_2_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/0752c230/dd66ffbf-0c14-4972-b295-86f64b4c5f84_Photo_3_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/d491afee/6b42769b-3399-44d6-b522-ec7a2ec0f4f5_Photo_4_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/37b95c74/9cdf3aac-54ce-4fe0-b21c-81dcaaad39aa_Photo_5_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/e805e3f2/ff13dc66-20b9-453c-96cf-e55e6f6ecf34_Photo_6_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/de1e5f22/6760d4d9-0188-4a11-939c-a3813d336375_Photo_7_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/a24d177e/d6765901-98f1-4458-97b1-e19fc37918a1_Photo_8_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/3986baaa/f69799ab-833a-466d-b0f8-575c58644852_Photo_9_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/2bfa9dd9/2f0aa55f-456a-49cf-aa70-7c669720a634_Photo_10_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/1b035dc7/842ee98f-879c-4543-b9bb-cc596047b844_Photo_11_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/1cbeee9c/9d312741-05c6-44d6-ab53-d7e4bd8e51e8_Photo_12_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/9ae42304/992633ae-656c-4f10-a5b5-ffcd8be8269c_Photo_13_small.jpg', 'https://www.cbre.co.uk/resources/fileassets/UK-GLDE-160261/41fa9922/9ab6a279-9471-4ba3-8dcd-a97750f7563a_Photo_14_small.jpg']",For Rent Price On Application Business Rates £25/sqft Service Charge £15/sqft For Rent Price On Application Business Rates £25/sqft Service Charge £15/sqft,https://www.cbre.co.uk/property-search/office-space/listings/details/UK-GLDE-160261/mainframe-24-eversholt-street-london-nw1-1ad,Richard Howard,Harry Tentori,Richard Howard,Harry Tentori,Richard.Howard@cbre.com,Harry.Tentori@cbre.com,Mainframe 24 Eversholt Street  London NW1 1AD,For Rent
